ticker,c,weekly_low,25DMA,25DMA_shifted,long_signal_value,short_signal_value,signal,signal_status_prior_week,vol_ratio,25DMA_range_bps,25D_ADV_Shares_MM,25D_ADV_nortional_B,avg_trade_size
AXP,375.61,372.25,376.8172,364.1804,-0.012120465838608253,-0.003203675416090349,Neutral,Neutral,3.3148774010887663,0.01885290028846423,2.4696244,0.9312866310035921,32.785695494116524
AZO,3421.17,3210.72,3449.5936000000006,3743.4044,-0.06924688171963235,-0.008239695249898576,Neutral,Short,4.18784875570217,0.022383582616626353,0.19326816,0.664596448559024,11.453600695875108
BA,234.53,225.1,214.08120000000002,195.01719999999997,0.051470189815826746,0.09551889656821792,Long,Long,3.313838443767123,0.02086784816736408,7.55040552,1.611979256790448,64.24078863297532
BAC,55.85,55.44,55.248400000000004,53.3152,0.0034679737331758747,0.010889003120452314,Neutral,Neutral,1.653419261610397,0.01620384586421212,35.57526808,1.9606109815135921,173.0740778805527
BALL,55.62,52.7101,51.785199999999996,48.8704,0.017860315302441643,0.07405204575824756,Neutral,Neutral,2.30208424862707,0.02089487630304867,2.6606736800000004,0.13755551922350798,68.30810157194679
BAX,21.07,19.535,19.2684,18.5612,0.013836125469680948,0.09350023873284759,Neutral,Neutral,3.446560414459777,0.025026196848330188,8.50371392,0.1645338704896,155.58195252103715
BBY,70.61,68.03,71.3016,75.1516,-0.04588396333322103,-0.009699642083768023,Neutral,Short,5.811226728715293,0.029001776377074323,4.57803392,0.327771627842616,80.56935683266238
BDX,202.75,193.6,197.10080000000002,193.7144,-0.01776147027307868,0.02866147676721748,Neutral,Neutral,2.7663785172930253,0.01905582815467706,1.92752936,0.38038383134715203,48.67426770485725
BEN,25.66,23.685,24.0396,22.6528,-0.01475066140867574,0.06740544767799797,Neutral,Neutral,1.8961845393113548,0.020251554697126525,3.9553646000000002,0.095347836173852,114.05943187463306
BF.B,25.96,25.315,28.0108,29.142,-0.09624144972653399,-0.0732146172190726,Short,Short,1.814269328191646,0.03097242250619396,5.142132719999999,0.14528440421556,90.90555664157951
BG,99.99,90.69,92.18639999999999,94.27720000000001,-0.016232329280674744,0.08465023040274926,Neutral,Neutral,2.524497246305442,0.024372342012668823,1.39969696,0.12950761759206,58.84897008515904
BIIB,187.62,171.61,177.42,174.53,-0.032747153646713864,0.05749070003381816,Neutral,Neutral,2.231367990106318,0.025666634101023753,2.1643367999999996,0.38142986896922004,48.22516533480297
BK,119.04,117.15,117.0848,112.15199999999999,0.0005568613517724279,0.016699007898548786,Neutral,Neutral,1.65818318911727,0.016216939177054912,3.4842676800000003,0.40816266453156397,64.40320725647202
BKNG,5492.11,5271.0156,5352.369600000001,5052.074,-0.01519962298567744,0.02610813722579972,Neutral,Neutral,2.600135970749155,0.021020907567016182,0.21243992,1.132036554431908,8.400471581037479
BKR,49.97,48.27,47.0616,48.3296,0.02567698505788168,0.0617998538086253,Neutral,Neutral,2.4361266301667888,0.02446101150146622,7.45279348,0.35050773317907596,84.88374261267087
BLDR,124.66,103.5001,106.8564,105.9984,-0.03140944295334665,0.16661238821446356,Neutral,Neutral,10.825356343178118,0.037970258720240534,1.7446676799999998,0.18875633826943602,63.34970238095238
BLK,1085.1,1060.13,1082.1963999999998,1054.0836,-0.020390383852690423,0.0026830619654621816,Neutral,Neutral,1.3303130881185397,0.017303779721291733,0.5717426800000001,0.6190999857741919,13.628517273281133
BMY,55.86,52.06,53.632,49.726800000000004,-0.02931085918854407,0.04154236276849645,Neutral,Neutral,1.4465132341467997,0.019709372321200253,15.31224984,0.821436716042168,127.55064065943034
BR,223.36,218.33,226.43720000000002,227.6528,-0.03580330440404671,-0.013589639864827883,Neutral,Short,1.2056892964281285,0.015728862351653824,0.641212,0.14526390179378,41.246909998259156
BRK.B,499.1,493.09,499.49440000000004,503.64959999999996,-0.012821765369141407,-0.0007895984419445317,Neutral,Neutral,0.8776673516848541,0.012484549176421021,4.501768480000001,2.245966826624448,30.73334726171119
BRO,80.64,77.15,79.9388,79.9328,-0.0348866883165621,0.008771710358424195,Neutral,Neutral,1.7590959710845704,0.020604185618137497,2.57907016,0.206101888587344,63.411902625408864
BSX,97.64,93.86,95.3784,97.68279999999999,-0.01591974702867735,0.023711867676538937,Neutral,Neutral,2.1475571687728037,0.019055262858510058,9.20633832,0.875792099872684,122.41964881364466
BX,157.62,147.52,154.8036,146.7704,-0.04705058538690301,0.01819337534786023,Neutral,Neutral,3.0892981485529147,0.025365637027813026,3.77514808,0.582997766730092,60.93302430360005
BXP,67.98,65.77,69.0888,70.60079999999999,-0.04803672954227038,-0.01604891096675586,Neutral,Short,2.3055596624260577,0.020729628385996905,1.367604,0.09435298306134401,53.9667532717475
C,121.32,119.3,115.6868,104.85,0.03123260389257886,0.04869354152764177,Long,Long,1.4830074191494085,0.020068419418716652,13.8618,1.6020547723043719,87.34956690929123
CAG,16.94,15.96,17.254399999999997,17.474800000000002,-0.07501854599406506,-0.018221439169139212,Neutral,Neutral,3.354275801591296,0.02102428879998256,10.83276392,0.186410372215188,212.2270164829806
CAH,201.11,200.55,202.67520000000002,204.1148,-0.010485742705570324,-0.007722701149425308,Neutral,Neutral,2.125640672424315,0.015434336423684863,1.86229888,0.37587163961258,39.955486212825576
CARR,56.25,50.24,53.501599999999996,53.424400000000006,-0.060962662798869464,0.05137042630500777,Neutral,Neutral,4.4700137817127406,0.025338939766434036,7.45002508,0.398593856758332,95.76417460024534
CAT,617.62,594.1745,593.3996,576.7812,0.0013058653898654505,0.040816340287388196,Neutral,Neutral,2.008137856749139,0.02480750347481223,2.51617144,1.495980966577572,29.661444591029024
CB,306.81,306.345,308.3992,298.9656,-0.006660847369253812,-0.005153061356838816,Neutral,Neutral,2.3236387245520262,0.014502223936206395,1.85882484,0.5713398461071,29.887723598312554
CBOE,260.95,247.73,252.734,254.6046,-0.019799472963669386,0.03250848718415401,Neutral,Neutral,1.3328321299050359,0.018892771570685796,0.70493992,0.178304575975328,34.86080090734601
CBRE,165.46,159.23,161.8916,157.4856,-0.016440630644208972,0.022041909524644864,Neutral,Neutral,2.0150389109248357,0.01869809966848841,1.3666060800000002,0.22072036313556398,48.33915413774011
CCI,83.67,83.21,88.20519999999999,90.08319999999999,-0.05663158181150315,-0.051416469777291925,Short,Neutral,1.6845380471641724,0.01958430917178672,2.64243048,0.23307978907925603,57.786732440416436
CCL,32.13,30.41,29.5108,26.305999999999997,0.03047020074006806,0.08875394770728015,Long,Long,2.9197675318014373,0.031595175941920024,20.21351824,0.600052292520272,169.02771822890713
CDNS,327.31,300.4,321.3936,318.2124,-0.0653205290957879,0.0184085806313505,Neutral,Short,4.575727769043215,0.022565631544150113,1.52548824,0.48718556390591194,33.07691996602904
CDW,133.49,126.93,140.45780000000002,144.08960000000002,-0.09631220195674438,-0.04960778255105811,Short,Short,2.7552274432470703,0.02554873517128174,1.8586956399999999,0.261318744217316,45.76041338789214
CEG,342.52,321.61,356.39300000000003,354.4978,-0.09759731532325273,-0.03892612930108068,Short,Neutral,3.4020856343810824,0.04288701521089305,2.53606644,0.8975793283393361,39.06331799052236
CF,82.6,75.87,78.4832,79.3128,-0.03329629780640942,0.05245453804126231,Neutral,Neutral,2.958807787957227,0.02425773950032817,2.25285828,0.177369251415204,60.10789417537871
CFG,60.53,59.48,58.8776,54.5508,0.010231395301438847,0.028065002649564522,Neutral,Neutral,2.364204346857388,0.018958493332768663,4.7673726,0.279539487330548,71.1858444998442
CHD,85.78,81.57,84.48719999999999,83.9648,-0.03452830724654142,0.015301726178640245,Neutral,Neutral,1.5664874310325083,0.01836145058789332,2.3195888399999998,0.19576708607202,56.378091741758446
CHRW,170.77,161.95,162.1034,155.8554,-0.0009463095777140077,0.05346340668980427,Neutral,Neutral,3.1179094970313987,0.021094851730851807,1.5871761599999998,0.258187700081196,61.829145291713765
CHTR,210.59,202.18,207.98640000000003,203.4838,-0.027917209971421324,0.012518126185173508,Neutral,Neutral,5.278366882093306,0.02732998567101413,1.75289472,0.364522384198076,33.67346314848784
CI,278.95,277.15,274.4372,271.7936,0.009884957287131476,0.01644383487369777,Neutral,Neutral,3.500053681382083,0.018759903930733818,1.54154468,0.42259458720283205,38.06467030602306
CINF,162.99,159.3,164.394,164.6772,-0.03098653235519541,-0.008540457680937238,Neutral,Neutral,2.3590008108356275,0.01513948995793963,0.54829764,0.09016793909128001,42.508723666111635
CL,81.48,75.96,78.5896,78.7364,-0.03345989800177136,0.036778403249284886,Neutral,Neutral,2.307621895901892,0.016530955330373232,6.056413480000001,0.4747028674881881,80.44158704883228
CLX,106.19,98.75,101.2228,103.4752,-0.024429278779089358,0.049071948217199984,Neutral,Neutral,3.3319867723903047,0.02121072044249468,2.3401567599999997,0.23624684568747997,52.66050768924642
CMCSA,28.37,27.1,28.6336,27.394000000000002,-0.05355945462673222,-0.009205967814036665,Neutral,Long,3.073398701318466,0.025522760313719,37.73977128,1.080950876862804,199.36946783246978
CME,262.45,262.19,271.5948,275.55719999999997,-0.03462805620726178,-0.033670747746275084,Short,Neutral,2.2174435116797198,0.01804130741596051,1.74570692,0.47251394435861604,36.32421077663938
CMG,40.11,37.43,36.7748,33.3188,0.01781654828850193,0.09069253945636688,Neutral,Neutral,3.1357224978723295,0.024433283860097577,17.679624280000002,0.650946993350076,141.93189381870948
CMI,552.09,524.75,518.8671999999999,493.56080000000003,0.011337775831658061,0.06402948577208219,Neutral,Neutral,2.287585086266214,0.020018761052475374,0.82413928,0.42646423471869993,26.82721624160104
CMS,69.99,68.64,70.16199999999999,72.5648,-0.021692654143268316,-0.002451469456400859,Neutral,Neutral,1.3234677377826256,0.013509664139512849,2.21096904,0.155098448668188,92.35331385514378
CNC,46.61,42.62,40.971199999999996,38.1408,0.0402429023313938,0.1376283828640607,Long,Neutral,2.1677232596932643,0.028933140652168766,6.14031308,0.253331333584368,94.89003004042088
CNP,37.89,37.485,38.096,38.9188,-0.016038429231415297,-0.005407391852162852,Neutral,Neutral,1.706772275518264,0.013704500016700299,4.37372636,0.16648669985470402,98.1690490787648
COF,249.2,247.445,243.3084,222.1076,0.01700146809563495,0.024214535955190953,Neutral,Neutral,3.3388581026794304,0.019635172237286783,3.3365234,0.810420294065564,49.06894946464594
COIN,240.78,237.15,250.84400000000002,265.3908,-0.05459169842611351,-0.040120553013028096,Short,Short,4.579698941145703,0.04074593128400668,7.6720318,1.9328680950146317,42.46442467151422
COO,83.45,80.23,81.8942,76.917,-0.020321341438099327,0.01899768237555291,Neutral,Neutral,2.401404390469296,0.023901795746241447,2.95521676,0.24080090131246798,92.09285264366964
COP,97.51,93.91,94.3732,90.98640000000002,-0.0049081730830362914,0.03323824984211628,Neutral,Neutral,3.46039066626811,0.026558612135649265,7.80777872,0.740515640225092,72.44869840380385
COR,335.69,329.1,340.7076,354.20599999999996,-0.0340690961986172,-0.01472699757798187,Neutral,Neutral,1.912534483455721,0.017436087062689034,1.267702,0.432619488644076,30.946295476976484
COST,924.88,860.845,875.7841999999999,896.1854,-0.01705808348677667,0.05605924381828315,Neutral,Neutral,2.267945519855822,0.017035342677863073,3.0477648,2.6683843627790202,23.24617935291124
CPAY,331.5,298.35,311.0424,295.47360000000003,-0.0408060122992877,0.06577109744523581,Neutral,Neutral,1.7461163872332635,0.023902049254936015,0.55736484,0.173748012328412,26.448500651890484
CPB,26.43,25.62,28.110799999999998,29.9696,-0.08860651422229167,-0.05979196607709485,Short,Short,2.1029233469255137,0.02355742691181202,7.37569772,0.20841432426805198,105.13454216458702
CPRT,39.83,37.41,38.940599999999996,39.6104,-0.0393060199380595,0.022839915152822556,Neutral,Short,3.711538924483407,0.018602644281064187,8.08327256,0.314654957760876,111.63355594929808
CPT,108.8,107.4,107.21879999999999,104.21600000000001,0.0016900021264929122,0.014747413699836315,Neutral,Neutral,3.3100337439425904,0.017952566006069856,1.38244356,0.148406810792988,67.73037320836042
CRH,131.38,121.78,125.9164,118.2248,-0.032850367386615204,0.04339069414309812,Neutral,Neutral,5.416027443467022,0.02205030694117961,12.48791552,1.564343981979516,77.48365558492141
CRL,220.91,194.93,200.056,179.1744,-0.02562282560882955,0.10424081257247962,Neutral,Long,2.818909173966728,0.02687069030170602,0.69412208,0.138459005938904,46.81082315806961
CRM,259.94,252.3062,260.7432,243.67520000000002,-0.03235750730987428,-0.0030804254914414027,Neutral,Neutral,1.9658642699339366,0.0231268275018367,7.67154792,1.983986020424772,56.14779912384273
CRWD,470.61,451.29,485.0908,511.60920000000004,-0.06967932601484089,-0.02985173085121381,Neutral,Short,2.3380581122327935,0.028009389706695167,2.23660896,1.086382305887236,24.770872223650528
CSCO,73.88,73.335,77.3016,77.3548,-0.051313297525536344,-0.04426299067548405,Short,Neutral,1.5192190087878914,0.015456870757529204,19.40912108,1.502901886394368,129.4872254378918
CSGP,58.49,58.41,65.88,67.3216,-0.11338797814207649,-0.11217364905889488,Short,Neutral,6.533200939257224,0.03042203890555477,4.56671872,0.296839017853484,99.41809723496266
CSX,35.2,34.81,36.4064,35.5248,-0.04384943306671343,-0.03313703085171824,Short,Neutral,1.2840888018424146,0.014212768188610857,12.10487412,0.439901378287644,201.335589597435
CTAS,193.12,183.1389,188.0776,185.32320000000004,-0.026258842094964967,0.02681021025364007,Neutral,Neutral,2.7909993562064117,0.018001350926023934,1.88748316,0.354948739872836,53.17175809551974
CTRA,24.82,24.71,26.052400000000002,26.342399999999998,-0.05152692266355504,-0.04730466291013503,Short,Neutral,3.2872075073971607,0.022350464313999938,7.21833596,0.18746044723295602,146.68983092229752
CTSH,85.26,81.0,83.6092,77.9712,-0.031207092042502514,0.019744238672299266,Neutral,Neutral,1.6466505642191893,0.02038509435800345,4.472835440000001,0.374506535132872,71.01774541892102
CTVA,68.65,66.71,66.99640000000001,65.72800000000001,-0.004274856559457144,0.024681923207814108,Neutral,Neutral,3.1760262423730317,0.017741840617198985,3.505546,0.234094706938072,80.98313410443788
CVNA,463.09,398.2817,441.10400000000004,382.92,-0.09707982697957859,0.049843120896659134,Neutral,Short,4.540896751601904,0.041942825897407304,5.03448284,2.24827311592766,35.74583889630619
CVS,80.3,78.2247,78.9616,78.19279999999999,-0.00933238434884812,0.016950011144657565,Neutral,Neutral,2.619460497728626,0.020547667213211662,7.052483759999999,0.556140151551096,88.60638452996534
CVX,162.11,154.9,152.0992,151.116,0.018414298037070606,0.06581757169005503,Neutral,Neutral,1.93393215626427,0.01724506471373203,10.25719756,1.5769364360020561,65.02790882975823
D,57.98,56.91,58.78360000000001,60.318000000000005,-0.03187283528058864,-0.013670479521499364,Neutral,Neutral,1.1864150792744772,0.017534991563199476,6.96670752,0.40899247294894797,90.858778985439
DAL,72.31,69.325,70.14399999999999,64.0988,-0.011675980839415895,0.030879333941606,Neutral,Neutral,2.8028351513301644,0.022747183709165845,7.20578876,0.505451068169536,90.59687197455166
DASH,215.56,212.51,227.2248,210.96739999999997,-0.06475877633075262,-0.051335945724234264,Short,Neutral,5.209531826663322,0.03170248622581544,4.0943274,0.928999425778332,44.75031867431485
DAY,69.42,69.2,69.22240000000001,69.0512,-0.00032359467455628,0.002854567307692224,Neutral,Neutral,0.16283561219141995,0.0021728065303260186,3.3684488,0.23314136293341597,104.72706893330843
DD,43.81,40.675,41.2684,39.764,-0.014379040621880243,0.06158707388704196,Neutral,Neutral,1.7797760001405576,0.019144408019647355,4.689706559999999,0.193459962243128,67.74335622214191
DDOG,125.49,125.21,141.1524,159.80960000000002,-0.11294459038599419,-0.11096091883666169,Short,Short,5.567011208824333,0.02891462596611755,3.62606816,0.51193660198976,64.4095882522315
DE,488.08,458.955,475.08480000000003,477.15319999999997,-0.033951412463627643,0.027353432481948388,Neutral,Neutral,4.314542174075946,0.022847672934657837,1.38749636,0.66155127738064,29.921404506211832
DECK,103.76,100.5,102.6948,91.95200000000001,-0.021372065576835447,0.010372482345746857,Neutral,Long,6.781823548431074,0.02857374021301241,2.9155708799999998,0.29842411089521603,49.74880291537777
DELL,120.62,114.79,129.4116,131.6872,-0.11298523470848044,-0.06793517737204384,Short,Short,3.4865267913348257,0.033537964381758004,5.7744342,0.7391520693213439,72.67221222548432
DG,142.74,133.85,135.1792,115.12,-0.009832873696545136,0.05593168179719957,Neutral,Long,2.643539630400761,0.03298303664154817,4.48598632,0.59803411441156,55.446609133671615
DGX,174.44,171.175,178.06920000000002,184.8832,-0.03871640912633971,-0.020380840706871402,Neutral,Short,2.490069767971871,0.01564908425780688,0.89085936,0.15899780701948799,49.063113232564305
DHI,157.28,137.7,149.9092,151.1392,-0.0814439674149419,0.04916842995626688,Neutral,Short,5.79107659447273,0.026558099288903257,3.13949348,0.47074568689759194,65.90968771202758
DHR,238.37,229.28,229.496,225.5196,-0.0009411928748213833,0.03866734060724367,Neutral,Neutral,2.157758553145453,0.018232575434932837,3.09715936,0.708010989465516,58.70140798721294
DIS,115.88,111.38,111.72,106.96879999999999,-0.0030433225921948034,0.03723594701038307,Neutral,Neutral,2.0421619156073736,0.01863628540877369,10.4334178,1.161812953089112,84.7202184207983
DLR,158.55,151.5,155.68,158.21519999999998,-0.026849948612538584,0.01843525179856118,Neutral,Neutral,4.306303088860457,0.023337307296170198,2.15585884,0.333783388197504,49.6104513064133
DLTR,132.38,125.885,126.094,113.23939999999999,-0.0016574936158737846,0.04985169793963235,Neutral,Neutral,2.6633758398200045,0.03325156728539019,3.15167012,0.39659621874356,61.80597489662597
DOC,16.71,16.0701,16.4496,17.3228,-0.023070469798657726,0.015830172162241064,Neutral,Short,2.8130839540579062,0.019364511476970162,8.29192556,0.13676496496512,170.059508014877
DOV,201.89,197.32,197.66119999999998,188.2484,-0.0017261860193097402,0.021394183582817503,Neutral,Neutral,1.2818832736495864,0.017352794838164414,1.0324486,0.204053316746392,43.03217345689806
DOW,26.33,24.18,23.81,23.018,0.015539689206215918,0.10583788324233515,Neutral,Neutral,3.234307991039075,0.033013969723311824,10.83751316,0.257735478424492,124.5581402119483
DPZ,405.09,400.0,422.46799999999996,417.7568,-0.053182726265657905,-0.04113447645738846,Short,Neutral,1.8478293565067647,0.019282884804959887,0.58117076,0.24547513221539602,21.11490237366003
DRI,202.36,186.81,187.8052,177.4788,-0.005299107798932144,0.07749945155938173,Neutral,Neutral,2.7546679017415427,0.024550361608479773,1.8104774399999999,0.343116642583536,62.9016501443092
DTE,129.89,126.62,129.5252,133.63199999999998,-0.022429612152693124,0.00281644035291954,Neutral,Neutral,1.7025374278683585,0.014125679526253133,1.59020644,0.20611484358218798,55.052240219759405
